Faction,VoiceId,EventId,Variant,FrequencyTier,Priority,CooldownSeconds,ConcurrencyGroup,InterruptPolicy,ContextDescription,TextRu,SpokenTextRu,Emotion,Pace,Intensity,ControlInstruction,CanonicalSource,CanonicalPreserved,Status,Notes
CH,EVA_CH_MOIRA,NAVAL_UNIT_READY,04,Frequent,3,2.0,CG_Production,Queue,Морская единица развернута,Фазовое судно готово к выходу.,Фазовое судно готово к выходу.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=NAVAL_UNIT_READY;Variant=04
CH,EVA_CH_MOIRA,CONSTRUCTION_COMPLETE,01,Frequent,3,2.0,CG_Production,Queue,Структура материализована,Структура зафиксирована в настоящем.,Структура зафиксирована в настоящем.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_COMPLETE;Variant=01
CH,EVA_CH_MOIRA,CONSTRUCTION_COMPLETE,02,Frequent,3,2.0,CG_Production,Queue,Структура материализована,Материализация здания завершена.,Материализация здания завершена.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_COMPLETE;Variant=02
CH,EVA_CH_MOIRA,CONSTRUCTION_COMPLETE,03,Frequent,3,2.0,CG_Production,Queue,Структура материализована,Причинный узел возведен и функционирует.,Причинный узел возведен и функционирует.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_COMPLETE;Variant=03
CH,EVA_CH_MOIRA,CONSTRUCTION_COMPLETE,04,Frequent,3,2.0,CG_Production,Queue,Структура материализована,Архив будущего интегрирован.,Архив будущего интегрирован.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_COMPLETE;Variant=04
CH,EVA_CH_MOIRA,INSUFFICIENT_FUNDS,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Дефицит квантовой материи,Недостаточно ресурсов для материализации.,Недостаточно ресурсов для материализации.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=INSUFFICIENT_FUNDS;Variant=01
CH,EVA_CH_MOIRA,INSUFFICIENT_FUNDS,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Дефицит квантовой материи,Квантовый резерв исчерпан. Пополните ресурс.,Квантовый резерв исчерпан. Пополните ресурс.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=INSUFFICIENT_FUNDS;Variant=02
CH,EVA_CH_MOIRA,INSUFFICIENT_FUNDS,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Дефицит квантовой материи,Низкая плотность материи: процесс приостановлен.,Низкая плотность материи: процесс приостановлен.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=INSUFFICIENT_FUNDS;Variant=03
CH,EVA_CH_MOIRA,INSUFFICIENT_FUNDS,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Дефицит квантовой материи,Ошибка синтеза: нехватка квантовых единиц.,Ошибка синтеза: нехватка квантовых единиц.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=INSUFFICIENT_FUNDS;Variant=04
CH,EVA_CH_MOIRA,BASE_UNDER_ATTACK,01,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Удар по базе в текущей линии,В текущем варианте будущего база находится под ударом.,В текущем варианте будущего база находится под ударом.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=BASE_UNDER_ATTACK;Variant=01
CH,EVA_CH_MOIRA,BASE_UNDER_ATTACK,02,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Удар по базе в текущей линии,Зафиксировано деструктивное вмешательство в узлы базы.,Зафиксировано деструктивное вмешательство в узлы базы.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BASE_UNDER_ATTACK;Variant=02
CH,EVA_CH_MOIRA,BASE_UNDER_ATTACK,03,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Удар по базе в текущей линии,Пространственный контур базы повреждается противником.,Пространственный контур базы повреждается противником.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BASE_UNDER_ATTACK;Variant=03
CH,EVA_CH_MOIRA,BASE_UNDER_ATTACK,04,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Удар по базе в текущей линии,Угроза разрушения причинной инфраструктуры.,Угроза разрушения причинной инфраструктуры.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BASE_UNDER_ATTACK;Variant=04
CH,EVA_CH_MOIRA,HARVESTER_UNDER_ATTACK,01,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на добытчик «Вероятник»,Добытчик «Вероятник» атакован!,Добытчик Вероятник атакован!,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HARVESTER_UNDER_ATTACK;Variant=01
CH,EVA_CH_MOIRA,HARVESTER_UNDER_ATTACK,02,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на добытчик «Вероятник»,Квантовый добытчик подвергся вражескому обстрелу.,Квантовый добытчик подвергся вражескому обстрелу.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HARVESTER_UNDER_ATTACK;Variant=02
CH,EVA_CH_MOIRA,HARVESTER_UNDER_ATTACK,03,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на добытчик «Вероятник»,Вектор движения добывающей единицы под угрозой.,Вектор движения добывающей единицы под угрозой.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HARVESTER_UNDER_ATTACK;Variant=03
CH,EVA_CH_MOIRA,HARVESTER_UNDER_ATTACK,04,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на добытчик «Вероятник»,Предотвратите уничтожение комбайна QH-4.,Предотвратите уничтожение комбайна Ку-Аш-4.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HARVESTER_UNDER_ATTACK;Variant=04
CH,EVA_CH_MOIRA,POWER_LOW,01,Frequent,2,10.0,CG_Economy,InterruptImmediate,Отставание энергетического контура,Энергетический контур отстаёт от временной линии.,Энергетический контур отстаёт от временной линии.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=POWER_LOW;Variant=01
CH,EVA_CH_MOIRA,POWER_LOW,02,Frequent,2,10.0,CG_Economy,InterruptImmediate,Отставание энергетического контура,Темпоральный рассинхрон энергетики. Скорость падает.,Темпоральный рассинхрон энергетики. Скорость падает.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=POWER_LOW;Variant=02
CH,EVA_CH_MOIRA,POWER_LOW,03,Frequent,2,10.0,CG_Economy,InterruptImmediate,Отставание энергетического контура,Недостаточно энергии для удержания континуума.,Недостаточно энергии для удержания континуума.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=POWER_LOW;Variant=03
CH,EVA_CH_MOIRA,POWER_LOW,04,Frequent,2,10.0,CG_Economy,InterruptImmediate,Отставание энергетического контура,Критический провал энергетической стабильности.,Критический провал энергетической стабильности.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=POWER_LOW;Variant=04
CH,EVA_CH_MOIRA,COMMAND_CAP_REACHED,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Предел емкости континуума,Предел емкости темпорального континуума достигнут.,Предел емкости темпорального континуума достигнут.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CAP_REACHED;Variant=01
CH,EVA_CH_MOIRA,COMMAND_CAP_REACHED,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Предел емкости континуума,Командная емкость исчерпана. Синхронизация закрыта.,Командная емкость исчерпана. Синхронизация закрыта.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CAP_REACHED;Variant=02
CH,EVA_CH_MOIRA,COMMAND_CAP_REACHED,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Предел емкости континуума,Нет свободных временных слотов для новых единиц.,Нет свободных временных слотов для новых единиц.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CAP_REACHED;Variant=03
CH,EVA_CH_MOIRA,COMMAND_CAP_REACHED,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Предел емкости континуума,Лимит присутствия полон.,Лимит присутствия полон.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CAP_REACHED;Variant=04
CH,EVA_CH_MOIRA,STEALTH_UNIT_DETECTED,01,Frequent,2,6.0,CG_Intel,InterruptImmediate,Аномалия маскировки вскрыта,Обнаружена фазовая аномалия противника.,Обнаружена фазовая аномалия противника.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STEALTH_UNIT_DETECTED;Variant=01
CH,EVA_CH_MOIRA,STEALTH_UNIT_DETECTED,02,Frequent,2,6.0,CG_Intel,InterruptImmediate,Аномалия маскировки вскрыта,Замаскированный объект проявляется в настоящем.,Замаскированный объект проявляется в настоящем.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STEALTH_UNIT_DETECTED;Variant=02
CH,EVA_CH_MOIRA,STEALTH_UNIT_DETECTED,03,Frequent,2,6.0,CG_Intel,InterruptImmediate,Аномалия маскировки вскрыта,Стелс-сигнал расшифрован с вероятностью сто процентов.,Стелс-сигнал расшифрован с вероятностью сто процентов.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STEALTH_UNIT_DETECTED;Variant=03
CH,EVA_CH_MOIRA,STEALTH_UNIT_DETECTED,04,Frequent,2,6.0,CG_Intel,InterruptImmediate,Аномалия маскировки вскрыта,Невидимая цель зафиксирована снайперами.,Невидимая цель зафиксирована снайперами.,Analytical,Fast,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STEALTH_UNIT_DETECTED;Variant=04
CH,EVA_CH_MOIRA,MATCH_START,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт редактирования линии,Причинная цепь закреплена. Настоящее доступно для редактирования.,Причинная цепь закреплена. Настоящее доступно для редактирования.,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=MATCH_START;Variant=01
CH,EVA_CH_MOIRA,MATCH_START,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт редактирования линии,Аналитик MOIRA в сети. Хроноузлы инициализированы.,Аналитик Мойра в сети. Хроноузлы инициализированы.,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=MATCH_START;Variant=02
CH,EVA_CH_MOIRA,MATCH_VICTORY,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Вражеская линия событий завершена.,Вражеская линия событий завершена.,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=MATCH_VICTORY;Variant=01
CH,EVA_CH_MOIRA,MATCH_VICTORY,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Альтернативные исходы стёрты. Полное доминирование в континууме.,Альтернативные исходы стёрты. Полное доминирование в континууме.,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=MATCH_VICTORY;Variant=02
CH,EVA_CH_MOIRA,MATCH_DEFEAT,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Этот вариант истории больше не поддерживается.,Этот вариант истории больше не поддерживается.,Analytical,Slow,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=MATCH_DEFEAT;Variant=01
CH,EVA_CH_MOIRA,MATCH_DEFEAT,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Причинная связь оборвана. Линия времени коллапсировала.,Причинная связь оборвана. Линия времени коллапсировала.,Analytical,Slow,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=MATCH_DEFEAT;Variant=02
CH,EVA_CH_MOIRA,COMMAND_CENTER_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Разрыв Временного штаба,Временной штаб аннигилирован в текущей реальности!,Временной штаб аннигилирован в текущей реальности!,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CENTER_DESTROYED;Variant=01
CH,EVA_CH_MOIRA,COMMAND_CENTER_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Разрыв Временного штаба,Главный хроно-узел разрушен.,Главный хроно-узел разрушен.,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=COMMAND_CENTER_DESTROYED;Variant=02
CH,EVA_CH_MOIRA,MOBILE_COMMAND_UNIT_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Мобильный темпоральный модуль стёрт из настоящего!,Мобильный темпоральный модуль стёрт из настоящего!,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=01
CH,EVA_CH_MOIRA,MOBILE_COMMAND_UNIT_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Потерян модуль хроно-строительства.,Потерян модуль хроно-строительства.,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=02
CH,EVA_CH_MOIRA,HERO_LOST,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Оперативника «Цензор» / Героя,Нулевой оперативник стёрт из хроники!,Нулевой оперативник стёрт из хроники!,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HERO_LOST;Variant=01
CH,EVA_CH_MOIRA,HERO_LOST,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Оперативника «Цензор» / Героя,Биометрический эхо-сигнал героя исчез.,Биометрический эхо-сигнал героя исчез.,Analytical,Slow,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=HERO_LOST;Variant=02
CH,EVA_CH_MOIRA,OWN_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Пуск Сингулярного коллапсера,Сингулярный коллапсер вызвал временной разрыв!,Сингулярный коллапсер вызвал временной разрыв!,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=OWN_SUPERWEAPON_FIRED;Variant=01
CH,EVA_CH_MOIRA,OWN_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Пуск Сингулярного коллапсера,Временная сингулярность сформирована над целью.,Временная сингулярность сформирована над целью.,Analytical,Deliberate,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=OWN_SUPERWEAPON_FIRED;Variant=02
CH,EVA_CH_MOIRA,ENEMY_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Угроза коллапса от супероружия врага,Зафиксирован исход с массовыми потерями. Вероятность растёт.,Зафиксирован исход с массовыми потерями. Вероятность растёт.,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=ENEMY_SUPERWEAPON_FIRED;Variant=01
CH,EVA_CH_MOIRA,ENEMY_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Угроза коллапса от супероружия врага,Катастрофическая точка аномалии зафиксирована на карте!,Катастрофическая точка аномалии зафиксирована на карте!,Analytical,Fast,Critical,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=ENEMY_SUPERWEAPON_FIRED;Variant=02
CH,EVA_CH_MOIRA,FACTION_RESOURCE_CRITICAL,01,Rare,2,15.0,CG_Intel,Queue,Стабильность < 30%,Темпоральная стабильность критически снижена.,Темпоральная стабильность критически снижена.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Bible_v2,true,Approved,Faction=CH;Event=FACTION_RESOURCE_CRITICAL;Variant=01
CH,EVA_CH_MOIRA,FACTION_RESOURCE_CRITICAL,02,Rare,2,15.0,CG_Intel,Queue,Стабильность < 30%,Темпоральная стабильность ниже тридцати процентов. Штрафы активны.,Темпоральная стабильность ниже тридцати процентов. Штрафы активны.,Analytical,Deliberate,High,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=FACTION_RESOURCE_CRITICAL;Variant=02
CH,EVA_CH_MOIRA,BUILDING_UNDER_ATTACK,01,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение объекта,Хроноструктура подвергается деструкции.,Хроноструктура подвергается деструкции.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BUILDING_UNDER_ATTACK;Variant=01
CH,EVA_CH_MOIRA,BUILDING_UNDER_ATTACK,02,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение объекта,Вспомогательный якорь причинности атакован.,Вспомогательный якорь причинности атакован.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BUILDING_UNDER_ATTACK;Variant=02
CH,EVA_CH_MOIRA,BUILDING_UNDER_ATTACK,03,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение объекта,Атака на внешние строения подпространства.,Атака на внешние строения подпространства.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=BUILDING_UNDER_ATTACK;Variant=03
CH,EVA_CH_MOIRA,STRUCTURE_SOLD,01,Standard,3,2.0,CG_Production,Queue,Расформирование объекта,Объект дематериализован.,Объект дематериализован.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STRUCTURE_SOLD;Variant=01
CH,EVA_CH_MOIRA,STRUCTURE_SOLD,02,Standard,3,2.0,CG_Production,Queue,Расформирование объекта,Строение возвращено во временной резерв.,Строение возвращено во временной резерв.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STRUCTURE_SOLD;Variant=02
CH,EVA_CH_MOIRA,STRUCTURE_SOLD,03,Standard,3,2.0,CG_Production,Queue,Расформирование объекта,Дематериализация прошла успешно.,Дематериализация прошла успешно.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=STRUCTURE_SOLD;Variant=03
CH,EVA_CH_MOIRA,CONSTRUCTION_CANCELLED,01,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Материализация структуры отменена.,Материализация структуры отменена.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_CANCELLED;Variant=01
CH,EVA_CH_MOIRA,CONSTRUCTION_CANCELLED,02,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Процесс сборки стёрт из плана.,Процесс сборки стёрт из плана.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_CANCELLED;Variant=02
CH,EVA_CH_MOIRA,CONSTRUCTION_CANCELLED,03,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Вектор постройки анулирован.,Вектор постройки анулирован.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=CONSTRUCTION_CANCELLED;Variant=03
CH,EVA_CH_MOIRA,UPGRADE_COMPLETE,01,Standard,3,3.0,CG_Production,Queue,Исследование завершено,Анализ парадокса завершён.,Анализ парадокса завершён.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=UPGRADE_COMPLETE;Variant=01
CH,EVA_CH_MOIRA,UPGRADE_COMPLETE,02,Standard,3,3.0,CG_Production,Queue,Исследование завершено,Архив будущего предоставил новые данные.,Архив будущего предоставил новые данные.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=UPGRADE_COMPLETE;Variant=02
CH,EVA_CH_MOIRA,UPGRADE_COMPLETE,03,Standard,3,3.0,CG_Production,Queue,Исследование завершено,Темпоральный апгрейд интегрирован.,Темпоральный апгрейд интегрирован.,Analytical,Deliberate,Medium,"Androgynous timeless command voice, calm and unsettling, extremely precise, restrained emotion, deliberate micro-pauses, clear Russian, no baked-in audio effects.",RA4_Design_v2,false,Approved,Faction=CH;Event=UPGRADE_COMPLETE;Variant=03
